experiment,native_language,speech_version,speech_recording,site,p_n_unique,participant_n,trial_type,trial_number,block_cswl,condition_cswl,target_audio_cswl,target_visual,distractor_visual_1,distractor_visual_2,distractor_visual_3,key_pressed,is_correct,rt,chance_level,id_quest,age,gender,education,major,born_native,other_native,live_abroad,months_abroad,age_abroad,native_speaker,alternative_native_language,speak_foreign_language,foreign_1,level_1,age_acquisition_1,foreign_2,level_2,age_acquisition_2,foreign_3,level_3,age_acquisition_3,foreign_4,level_4,age_acquisition_4,normal_hearing,hearing_impairment,normal_vision,vision_impairment,stimuli_set_pp,block_pp
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,test cswl,11,NA,NA,audio/pp6.wav,img/12.jpg,img/07.jpg,img/10.jpg,img/08.jpg,1,1,2.067559698,0.25,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,test cswl,12,NA,NA,audio/p4.wav,img/04.jpg,img/02.jpg,img/06.jpg,img/01.jpg,1,1,8.902097231,0.25,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,test cswl,13,NA,NA,audio/p2.wav,img/02.jpg,img/03.jpg,img/04.jpg,img/05.jpg,4,0,4.151193245,0.25,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,test cswl,14,NA,NA,audio/pp4.wav,img/10.jpg,img/11.jpg,img/12.jpg,img/07.jpg,2,1,2.25091135,0.25,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,test cswl,15,NA,NA,audio/pp3.wav,img/09.jpg,img/12.jpg,img/08.jpg,img/07.jpg,2,0,10.76877041,0.25,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,test cswl,16,NA,NA,audio/p4.wav,img/04.jpg,img/01.jpg,img/06.jpg,img/05.jpg,4,0,3.58433661,0.25,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,test cswl,17,NA,NA,audio/p6.wav,img/06.jpg,img/01.jpg,img/02.jpg,img/03.jpg,2,1,4.084890627,0.25,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,test cswl,18,NA,NA,audio/pp2.wav,img/08.jpg,img/12.jpg,img/11.jpg,img/10.jpg,1,0,2.067509272,0.25,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,test cswl,19,NA,NA,audio/p3.wav,img/03.jpg,img/01.jpg,img/05.jpg,img/06.jpg,2,0,10.65291822,0.25,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,test cswl,20,NA,NA,audio/pp4.wav,img/10.jpg,img/08.jpg,img/11.jpg,img/07.jpg,1,1,1.900924045,0.25,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,test cswl,21,NA,NA,audio/p2.wav,img/02.jpg,img/05.jpg,img/04.jpg,img/06.jpg,3,1,3.567983857,0.25,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,test cswl,22,NA,NA,audio/p3.wav,img/03.jpg,img/02.jpg,img/05.jpg,img/01.jpg,4,0,5.135265765,0.25,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,test cswl,23,NA,NA,audio/pp6.wav,img/12.jpg,img/09.jpg,img/10.jpg,img/08.jpg,4,1,3.617721753,0.25,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,test cswl,24,NA,NA,audio/pp1.wav,img/07.jpg,img/11.jpg,img/12.jpg,img/09.jpg,4,1,4.734595412,0.25,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,test cswl,25,NA,NA,audio/pp2.wav,img/08.jpg,img/10.jpg,img/09.jpg,img/11.jpg,4,0,5.268002644,0.25,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,test cswl,26,NA,NA,audio/p1.wav,img/01.jpg,img/05.jpg,img/06.jpg,img/03.jpg,3,0,6.368172798,0.25,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,273,24,self evaluation cswl,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5.318010074,NA,227,23,female,undergraduate,physical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,warm up cswl,NA,NA,NA,audio/bola.wav,img/bola.jpg,img/casa.jpg,img/pato.jpg,img/gato.jpg,2,1,1.984354996,NA,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,warm up cswl,NA,NA,NA,audio/pato.wav,img/pato.jpg,img/bola.jpg,img/gato.jpg,img/casa.jpg,4,1,1.850904567,NA,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,3,NA,NA,audio/pp3.wav,img/09.jpg,img/12.jpg,img/08.jpg,img/07.jpg,4,1,2.150946469,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,4,NA,NA,audio/pp4.wav,img/10.jpg,img/11.jpg,img/12.jpg,img/07.jpg,2,1,1.667387803,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,5,NA,NA,audio/pp6.wav,img/12.jpg,img/09.jpg,img/10.jpg,img/08.jpg,4,1,1.384339912,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,6,NA,NA,audio/p6.wav,img/06.jpg,img/04.jpg,img/03.jpg,img/02.jpg,2,1,1.584071985,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,7,NA,NA,audio/p4.wav,img/04.jpg,img/01.jpg,img/06.jpg,img/05.jpg,2,1,1.650835131,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,8,NA,NA,audio/pp5.wav,img/11.jpg,img/07.jpg,img/09.jpg,img/08.jpg,3,1,2.100489668,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,9,NA,NA,audio/p3.wav,img/03.jpg,img/02.jpg,img/05.jpg,img/01.jpg,2,0,3.21777923,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,10,NA,NA,audio/pp1.wav,img/07.jpg,img/10.jpg,img/12.jpg,img/09.jpg,2,1,3.751289099,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,11,NA,NA,audio/p5.wav,img/05.jpg,img/02.jpg,img/03.jpg,img/04.jpg,2,1,3.217527992,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,12,NA,NA,audio/p3.wav,img/03.jpg,img/01.jpg,img/05.jpg,img/06.jpg,1,1,2.517970625,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,13,NA,NA,audio/pp2.wav,img/08.jpg,img/10.jpg,img/09.jpg,img/11.jpg,3,1,1.850752842,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,14,NA,NA,audio/p2.wav,img/02.jpg,img/05.jpg,img/04.jpg,img/06.jpg,3,1,1.333959865,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,15,NA,NA,audio/p1.wav,img/01.jpg,img/03.jpg,img/05.jpg,img/04.jpg,1,1,1.534077496,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,16,NA,NA,audio/p5.wav,img/05.jpg,img/01.jpg,img/04.jpg,img/02.jpg,4,1,2.017356811,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,17,NA,NA,audio/p6.wav,img/06.jpg,img/01.jpg,img/02.jpg,img/03.jpg,2,1,1.5006928,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,18,NA,NA,audio/p4.wav,img/04.jpg,img/02.jpg,img/06.jpg,img/01.jpg,1,1,1.217361095,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,19,NA,NA,audio/p1.wav,img/01.jpg,img/05.jpg,img/06.jpg,img/03.jpg,4,1,2.034174109,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,20,NA,NA,audio/pp3.wav,img/09.jpg,img/12.jpg,img/07.jpg,img/11.jpg,2,1,1.817290945,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,21,NA,NA,audio/pp4.wav,img/10.jpg,img/08.jpg,img/11.jpg,img/07.jpg,1,1,1.516613585,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,22,NA,NA,audio/pp1.wav,img/07.jpg,img/11.jpg,img/12.jpg,img/09.jpg,4,1,3.717694219,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,23,NA,NA,audio/pp2.wav,img/08.jpg,img/12.jpg,img/11.jpg,img/10.jpg,3,1,1.934122657,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,24,NA,NA,audio/pp5.wav,img/11.jpg,img/09.jpg,img/10.jpg,img/08.jpg,2,1,2.167479061,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,25,NA,NA,audio/p2.wav,img/02.jpg,img/03.jpg,img/04.jpg,img/05.jpg,3,1,1.901223924,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,test cswl,26,NA,NA,audio/pp6.wav,img/12.jpg,img/07.jpg,img/10.jpg,img/08.jpg,1,1,1.33410802,0.25,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,274,25,self evaluation cswl,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3.368530689,NA,228,23,female,undergraduate,chemistry,yes,NA,yes,12,21,yes,NA,yes,English,7,7,Italian,3,13,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,warm up cswl,NA,NA,NA,audio/pato.wav,img/pato.jpg,img/bola.jpg,img/gato.jpg,img/casa.jpg,4,1,2.800999061,NA,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,warm up cswl,NA,NA,NA,audio/bola.wav,img/bola.jpg,img/casa.jpg,img/pato.jpg,img/gato.jpg,2,1,2.117640024,NA,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,3,NA,NA,audio/p3.wav,img/09.jpg,img/12.jpg,img/08.jpg,img/07.jpg,4,1,8.085375813,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,4,NA,NA,audio/pp4.wav,img/04.jpg,img/02.jpg,img/06.jpg,img/01.jpg,3,0,13.13569658,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,5,NA,NA,audio/p5.wav,img/11.jpg,img/09.jpg,img/10.jpg,img/08.jpg,2,1,17.46992241,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,6,NA,NA,audio/pp3.wav,img/03.jpg,img/01.jpg,img/05.jpg,img/06.jpg,3,0,4.617787286,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,7,NA,NA,audio/pp3.wav,img/03.jpg,img/02.jpg,img/05.jpg,img/01.jpg,2,0,2.417631902,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,8,NA,NA,audio/p6.wav,img/12.jpg,img/09.jpg,img/10.jpg,img/08.jpg,4,1,4.734377733,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,9,NA,NA,audio/p4.wav,img/10.jpg,img/08.jpg,img/11.jpg,img/07.jpg,4,0,13.6357894,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,10,NA,NA,audio/p1.wav,img/07.jpg,img/11.jpg,img/12.jpg,img/09.jpg,2,0,3.201074656,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,11,NA,NA,audio/p3.wav,img/09.jpg,img/12.jpg,img/07.jpg,img/11.jpg,2,1,5.084206642,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,12,NA,NA,audio/pp1.wav,img/01.jpg,img/03.jpg,img/05.jpg,img/04.jpg,4,0,5.751413269,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,13,NA,NA,audio/pp1.wav,img/01.jpg,img/05.jpg,img/06.jpg,img/03.jpg,3,0,2.451336603,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,14,NA,NA,audio/pp5.wav,img/05.jpg,img/01.jpg,img/04.jpg,img/02.jpg,2,0,3.051042793,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,15,NA,NA,audio/pp2.wav,img/02.jpg,img/03.jpg,img/04.jpg,img/05.jpg,4,0,8.10189013,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,16,NA,NA,audio/p6.wav,img/12.jpg,img/07.jpg,img/10.jpg,img/08.jpg,4,0,2.967664835,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,17,NA,NA,audio/p4.wav,img/10.jpg,img/11.jpg,img/12.jpg,img/07.jpg,1,0,3.96773445,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,18,NA,NA,audio/p1.wav,img/07.jpg,img/10.jpg,img/12.jpg,img/09.jpg,3,0,4.117720349,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,19,NA,NA,audio/pp6.wav,img/06.jpg,img/04.jpg,img/03.jpg,img/02.jpg,2,1,2.350922217,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,20,NA,NA,audio/p2.wav,img/08.jpg,img/12.jpg,img/11.jpg,img/10.jpg,2,0,5.068060925,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,21,NA,NA,audio/pp6.wav,img/06.jpg,img/01.jpg,img/02.jpg,img/03.jpg,4,0,3.334423518,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,22,NA,NA,audio/p2.wav,img/08.jpg,img/10.jpg,img/09.jpg,img/11.jpg,3,1,4.31804129,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,23,NA,NA,audio/pp5.wav,img/05.jpg,img/02.jpg,img/03.jpg,img/04.jpg,4,0,3.717742482,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,24,NA,NA,audio/p5.wav,img/11.jpg,img/07.jpg,img/09.jpg,img/08.jpg,2,0,3.151292068,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,25,NA,NA,audio/pp2.wav,img/02.jpg,img/05.jpg,img/04.jpg,img/06.jpg,1,0,5.084632809,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,test cswl,26,NA,NA,audio/pp4.wav,img/04.jpg,img/01.jpg,img/06.jpg,img/05.jpg,1,0,4.9343091,0.25,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,275,13,self evaluation cswl,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7.701569099,NA,231,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,276,14,warm up cswl,NA,NA,NA,audio/pato.wav,img/pato.jpg,img/bola.jpg,img/gato.jpg,img/casa.jpg,4,1,2.484271526,NA,232,24,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA
